"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","rt","responses","key_press","expt_phase","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label","button_pressed"
"INL_behavioral_consent_30min_online.html","consent","0","22671","0.0-0.0","29368201","wem/bandit_either_3","A3KC26Z78FBOJT","either","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","69980","0.0-1.0","29368201","wem/bandit_either_3","A3KC26Z78FBOJT","either","5","46304","{""Q0"":""A3KC26Z78FBOJT""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","2","93087","0.0-2.0","29368201","wem/bandit_either_3","A3KC26Z78FBOJT","either","5","22104","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","3","106396","0.0-3.0","29368201","wem/bandit_either_3","A3KC26Z78FBOJT","either","5","13309","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","4","144276","0.0-4.0","29368201","wem/bandit_either_3","A3KC26Z78FBOJT","either","5","37879","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","5","171954","0.0-5.0","29368201","wem/bandit_either_3","A3KC26Z78FBOJT","either","5","27676","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","6","196864","0.0-6.0","29368201","wem/bandit_either_3","A3KC26Z78FBOJT","either","5","24908","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","7","208462","0.0-7.0","29368201","wem/bandit_either_3","A3KC26Z78FBOJT","either","5","11598","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","8","214616","0.0-8.0","29368201","wem/bandit_either_3","A3KC26Z78FBOJT","either","5","6153","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","9","227613","0.0-9.0-0.0","29368201","wem/bandit_either_3","A3KC26Z78FBOJT","either","5","12987","","","","5","5","6","","","","","","","","","","","","","","","","","","","","","","","","the village of Zur","","","","","","","",""
"","identification","10","234823","0.0-9.0-1.0","29368201","wem/bandit_either_3","A3KC26Z78FBOJT","either","5","6201","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","the village of Nyx","","","","","","","",""
"","text","11","244914","0.0-10.0","29368201","wem/bandit_either_3","A3KC26Z78FBOJT","either","5","9088","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","12","250088","0.0-11.0","29368201","wem/bandit_either_3","A3KC26Z78FBOJT","either","5","5174","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","13","252699","0.0-12.0","29368201","wem/bandit_either_3","A3KC26Z78FBOJT","either","5","2609","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","14","260933","0.0-13.0","29368201","wem/bandit_either_3","A3KC26Z78FBOJT","either","5","8232","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","15","264991","0.0-14.0-0.0","29368201","wem/bandit_either_3","A3KC26Z78FBOJT","either","5","2552","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","",""
"","bandit","16","268096","0.0-15.0-0.0","29368201","wem/bandit_either_3","A3KC26Z78FBOJT","either","5","1599","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0","",""
