"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","rt","responses","key_press","expt_phase","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label","button_pressed"
"INL_behavioral_consent_30min_online.html","consent","0","9218","0.0-0.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","15056","0.0-1.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","4813","{""Q0"":""A2RBF3IIJP15IH""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","2","21874","0.0-2.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","5813","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","3","37060","0.0-3.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","15182","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","4","46485","0.0-4.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","9421","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","5","54218","0.0-5.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","7728","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","6","62072","0.0-6.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","7851","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","7","67361","0.0-7.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","5284","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","8","74492","0.0-8.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","7128","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","9","134807","0.0-9.0-0.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","60279","","","","5","5","6","","","","","","","","","","","","","","","","","","","","","","","","the village of Zur","","","","","","","",""
"","identification","10","140917","0.0-9.0-1.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","5081","","","","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","the village of Nyx","","","","","","","",""
"","text","11","147072","0.0-10.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","5152","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","12","151344","0.0-11.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","4269","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","13","152870","0.0-12.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","1522","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","14","157701","0.0-13.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","4827","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","15","162231","0.0-14.0-0.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","3015","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","",""
"","bandit","16","165211","0.0-15.0-0.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","1440","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0","",""
"","text","17","174234","0.0-16.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","9016","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","18","181574","0.0-17.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","7336","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","19","187735","0.0-18.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","6157","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","20","199871","0.0-19.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","12132","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","21","203279","0.0-20.0-0.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","1892","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","22","205584","0.0-20.0-1.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","756","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","23","209564","0.0-20.0-2.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","2470","","","","","","","0","0","1","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","24","211458","0.0-20.0-3.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","361","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","25","213412","0.0-20.0-4.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","442","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","26","215220","0.0-20.0-5.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","295","","","","","","","0","0","1","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","27","217228","0.0-20.0-6.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","496","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","28","219058","0.0-20.0-7.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","319","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","29","220997","0.0-20.0-8.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","423","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","30","222771","0.0-20.0-9.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","255","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","31","224649","0.0-20.0-10.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","367","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","32","226545","0.0-20.0-11.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","384","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","33","228722","0.0-20.0-12.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","655","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","34","230672","0.0-20.0-13.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","440","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","35","232619","0.0-20.0-14.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","435","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","36","234505","0.0-20.0-15.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","377","","","","","","","0","0","1","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","37","236552","0.0-20.0-16.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","531","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","38","238575","0.0-20.0-17.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","512","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","39","240646","0.0-20.0-18.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","543","","","","","","","0","0","1","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","40","243985","0.0-20.0-19.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","1623","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","text","41","248526","0.0-21.0","85992173","wem/bandit_either_3","A2RBF3IIJP15IH","either","7","4536","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
