"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","rt","responses","key_press","expt_phase","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label","button_pressed"
"INL_behavioral_consent_30min_online.html","consent","0","9269","0.0-0.0","89178629","wem/bandit_either_3","A2SE5QBXBBDL3N","either","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","13281","0.0-1.0","89178629","wem/bandit_either_3","A2SE5QBXBBDL3N","either","2","3007","{""Q0"":""A2SE5QBXBBDL3N""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","2","17604","0.0-2.0","89178629","wem/bandit_either_3","A2SE5QBXBBDL3N","either","2","3319","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","3","20878","0.0-3.0","89178629","wem/bandit_either_3","A2SE5QBXBBDL3N","either","2","3272","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","4","25090","0.0-4.0","89178629","wem/bandit_either_3","A2SE5QBXBBDL3N","either","2","4210","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","5","26959","0.0-5.0","89178629","wem/bandit_either_3","A2SE5QBXBBDL3N","either","2","1868","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","6","28328","0.0-6.0","89178629","wem/bandit_either_3","A2SE5QBXBBDL3N","either","2","1368","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","7","28853","0.0-7.0","89178629","wem/bandit_either_3","A2SE5QBXBBDL3N","either","2","524","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","8","29766","0.0-8.0","89178629","wem/bandit_either_3","A2SE5QBXBBDL3N","either","2","912","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","9","34013","0.0-9.0-0.0","89178629","wem/bandit_either_3","A2SE5QBXBBDL3N","either","2","4237","","","","4","5","4","","","","","","","","","","","","","","","","","","","","","","","","the village of Zur","","","","","","","",""
"","identification","10","37110","0.0-9.0-1.0","89178629","wem/bandit_either_3","A2SE5QBXBBDL3N","either","2","2082","","","","4","2","3","","","","","","","","","","","","","","","","","","","","","","","","the village of Nyx","","","","","","","",""
"","text","11","42754","0.0-10.0","89178629","wem/bandit_either_3","A2SE5QBXBBDL3N","either","2","4642","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","12","44062","0.0-11.0","89178629","wem/bandit_either_3","A2SE5QBXBBDL3N","either","2","1306","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","13","44999","0.0-12.0","89178629","wem/bandit_either_3","A2SE5QBXBBDL3N","either","2","937","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","14","48032","0.0-13.0","89178629","wem/bandit_either_3","A2SE5QBXBBDL3N","either","2","3032","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","15","50750","0.0-14.0-0.0","89178629","wem/bandit_either_3","A2SE5QBXBBDL3N","either","2","1208","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","",""
"","bandit","16","52868","0.0-15.0-0.0","89178629","wem/bandit_either_3","A2SE5QBXBBDL3N","either","2","612","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0","",""
"","text","17","55498","0.0-16.0","89178629","wem/bandit_either_3","A2SE5QBXBBDL3N","either","2","2627","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","18","56696","0.0-17.0","89178629","wem/bandit_either_3","A2SE5QBXBBDL3N","either","2","1196","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","19","58863","0.0-18.0","89178629","wem/bandit_either_3","A2SE5QBXBBDL3N","either","2","2166","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","20","59727","0.0-19.0","89178629","wem/bandit_either_3","A2SE5QBXBBDL3N","either","2","864","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","21","61846","0.0-20.0-0.0","89178629","wem/bandit_either_3","A2SE5QBXBBDL3N","either","2","613","","","","","","","0","0","1","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","22","63664","0.0-20.0-1.0","89178629","wem/bandit_either_3","A2SE5QBXBBDL3N","either","2","309","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","23","66102","0.0-20.0-2.0","89178629","wem/bandit_either_3","A2SE5QBXBBDL3N","either","2","931","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","24","67853","0.0-20.0-3.0","89178629","wem/bandit_either_3","A2SE5QBXBBDL3N","either","2","242","","","","","","","0","1","0","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","25","70222","0.0-20.0-4.0","89178629","wem/bandit_either_3","A2SE5QBXBBDL3N","either","2","864","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","26","71849","0.0-20.0-5.0","89178629","wem/bandit_either_3","A2SE5QBXBBDL3N","either","2","121","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","27","73735","0.0-20.0-6.0","89178629","wem/bandit_either_3","A2SE5QBXBBDL3N","either","2","379","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","28","75302","0.0-20.0-7.0","89178629","wem/bandit_either_3","A2SE5QBXBBDL3N","either","2","63","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","29","76848","0.0-20.0-8.0","89178629","wem/bandit_either_3","A2SE5QBXBBDL3N","either","2","37","","","","","","","0","0","1","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","30","78801","0.0-20.0-9.0","89178629","wem/bandit_either_3","A2SE5QBXBBDL3N","either","2","447","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","31","80353","0.0-20.0-10.0","89178629","wem/bandit_either_3","A2SE5QBXBBDL3N","either","2","48","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
