"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","rt","responses","key_press","expt_phase","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label","button_pressed"
"INL_behavioral_consent_30min_online.html","consent","0","8317","0.0-0.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","15874","0.0-1.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","6541","{""Q0"":""A1T0NW527WZT7G""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","2","23941","0.0-2.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","7063","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","3","87723","0.0-3.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","63772","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","4","96820","0.0-4.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","9097","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","5","104059","0.0-5.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","7229","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","6","115484","0.0-6.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","11425","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","7","119979","0.0-7.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","4495","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","8","123519","0.0-8.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","3540","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","9","127851","0.0-9.0-0.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","4322","","","","6","6","6","","","","","","","","","","","","","","","","","","","","","","","","the village of Zur","","","","","","","",""
"","identification","10","131440","0.0-9.0-1.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","2570","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","the village of Nyx","","","","","","","",""
"","text","11","137499","0.0-10.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","5055","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","12","139300","0.0-11.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","1800","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","13","141011","0.0-12.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","1710","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","14","143147","0.0-13.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","2134","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","15","145358","0.0-14.0-0.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","702","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","",""
"","bandit","16","147683","0.0-15.0-0.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","818","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0","",""
"","text","17","152219","0.0-16.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","4535","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","18","159173","0.0-17.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","6953","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","19","164035","0.0-18.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","4860","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","20","166538","0.0-19.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","2502","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","21","168491","0.0-20.0-0.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","446","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","22","170585","0.0-20.0-1.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","589","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","23","172106","0.0-20.0-2.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","15","","","","","","","0","0","1","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","24","173986","0.0-20.0-3.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","374","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","25","175859","0.0-20.0-4.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","365","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","26","177707","0.0-20.0-5.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","341","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","27","179531","0.0-20.0-6.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","318","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","28","181347","0.0-20.0-7.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","309","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","29","183089","0.0-20.0-8.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","237","","","","","","","0","0","1","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","30","184754","0.0-20.0-9.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","159","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","31","186515","0.0-20.0-10.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","253","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","32","188258","0.0-20.0-11.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","237","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","33","190065","0.0-20.0-12.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","302","","","","","","","0","1","0","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","34","191812","0.0-20.0-13.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","239","","","","","","","1","0","0","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","35","193539","0.0-20.0-14.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","220","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","36","196267","0.0-20.0-15.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","1220","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","37","198066","0.0-20.0-16.0","93062644","wem/bandit_either_3","A1T0NW527WZT7G","either","1","293","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
