"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","rt","responses","key_press","expt_phase","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label","button_pressed"
"INL_behavioral_consent_30min_online.html","consent","0","6968","0.0-0.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","12096","0.0-1.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","4108","{""Q0"":""A2F2DDH12YU4AK""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","2","26218","0.0-2.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","13112","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","3","30890","0.0-3.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","4667","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","4","44140","0.0-4.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","13246","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","5","53640","0.0-5.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","9495","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","6","66586","0.0-6.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","12940","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","7","71967","0.0-7.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","5376","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","8","76572","0.0-8.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","4599","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","9","88950","0.0-9.0-0.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","12346","","","","3","3","4","","","","","","","","","","","","","","","","","","","","","","","","the village of Zur","","","","","","","",""
"","identification","10","94060","0.0-9.0-1.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","4047","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","the village of Nyx","","","","","","","",""
"","text","11","99741","0.0-10.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","4676","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","12","102489","0.0-11.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","2743","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","13","104065","0.0-12.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","1571","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","14","108592","0.0-13.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","4522","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","15","111961","0.0-14.0-0.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","1851","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","",""
"","bandit","16","114465","0.0-15.0-0.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","980","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0","",""
"","text","17","120223","0.0-16.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","5751","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","18","134997","0.0-17.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","14770","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","19","140459","0.0-18.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","5457","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","20","143961","0.0-19.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","3496","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","21","146719","0.0-20.0-0.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","1239","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","22","149003","0.0-20.0-1.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","761","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","23","151186","0.0-20.0-2.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","654","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","24","153446","0.0-20.0-3.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","732","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","25","155731","0.0-20.0-4.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","767","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","26","157633","0.0-20.0-5.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","382","","","","","","","1","0","0","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","27","159443","0.0-20.0-6.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","289","","","","","","","0","1","0","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","28","161255","0.0-20.0-7.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","291","","","","","","","0","1","0","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","29","162947","0.0-20.0-8.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","172","","","","","","","0","1","0","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","30","164772","0.0-20.0-9.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","302","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","31","166621","0.0-20.0-10.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","323","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","32","168430","0.0-20.0-11.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","278","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","33","170098","0.0-20.0-12.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","152","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","34","171946","0.0-20.0-13.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","324","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","35","173748","0.0-20.0-14.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","275","","","","","","","0","0","1","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","36","175586","0.0-20.0-15.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","306","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","37","178059","0.0-20.0-16.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","955","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","38","180149","0.0-20.0-17.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","569","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","39","181966","0.0-20.0-18.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","298","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","40","183696","0.0-20.0-19.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","207","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","text","41","186414","0.0-21.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","2703","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","42","189234","0.0-22.0-0.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","1303","","","","","","","1","0","0","1","0","","","","","0","1","","","1","0","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","",""
"","text","43","194306","0.0-23.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","5063","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","44","196732","0.0-24.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","2420","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","45","199310","0.0-25.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","2571","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","46","201703","0.0-26.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","2388","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","47","209263","0.0-27.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","7551","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","48","212025","0.0-28.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","2754","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","49","217759","0.0-29.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","5729","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","50","224372","0.0-30.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","6608","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","51","230252","0.0-31.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","5870","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","52","231901","0.0-32.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","1639","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","53","234037","0.0-33.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","2129","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","54","236683","0.0-34.0-0.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","1123","","","","","","","0","0","1","","0.8","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice",""
"","bandit","55","238843","0.0-34.0-1.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","610","","","","","","","1","0","0","0.8","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice",""
"","bandit","56","240744","0.0-34.0-2.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","361","","","","","","","0","0","1","","0.8","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice",""
"","bandit","57","242575","0.0-34.0-3.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","311","","","","","","","0","1","0","","0.8","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice",""
"","bandit","58","244340","0.0-34.0-4.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","241","","","","","","","0","0","1","0.8","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice",""
"","bandit","59","246022","0.0-34.0-5.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","150","","","","","","","1","0","0","0.8","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice",""
"","bandit","60","248033","0.0-34.0-6.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","500","","","","","","","0","1","0","","0.2","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","74","J","1","","true","0","full_practice",""
"","bandit","61","249834","0.0-34.0-7.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","277","","","","","","","0","0","1","0.2","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","74","J","1","","true","0","full_practice",""
"","bandit","62","251452","0.0-34.0-8.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","102","","","","","","","0","0","1","","0.2","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","74","J","1","","true","0","full_practice",""
"","bandit","63","253021","0.0-34.0-9.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","50","","","","","","","0","0","1","","0.2","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","74","J","1","","true","0","full_practice",""
"","bandit","64","254721","0.0-34.0-10.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","171","","","","","","","1","0","0","0.6","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","75","K","2","","true","0","full_practice",""
"","bandit","65","256284","0.0-34.0-11.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","51","","","","","","","1","0","0","0.6","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","75","K","2","","true","0","full_practice",""
"","bandit","66","257904","0.0-34.0-12.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","88","","","","","","","0","1","0","","0.6","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","75","K","2","","true","0","full_practice",""
"","bandit","67","259530","0.0-34.0-13.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","65","","","","","","","1","0","0","0.6","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","75","K","2","","true","0","full_practice",""
"","bandit","68","261056","0.0-34.0-14.0","88944750","wem/bandit_either_3","A2F2DDH12YU4AK","either","8","0","","","","","","","1","0","0","0.6","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","75","K","2","","true","0","full_practice",""
