"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","rt","responses","key_press","expt_phase","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label","button_pressed"
"INL_behavioral_consent_30min_online.html","consent","0","27127","0.0-0.0","43986090","wem/bandit_either_3","AH4MHB0B0PJMU","either","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","44801","0.0-1.0","43986090","wem/bandit_either_3","AH4MHB0B0PJMU","either","7","16668","{""Q0"":""AH4MHB0B0PJMU""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","2","64253","0.0-2.0","43986090","wem/bandit_either_3","AH4MHB0B0PJMU","either","7","18451","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","3","77501","0.0-3.0","43986090","wem/bandit_either_3","AH4MHB0B0PJMU","either","7","13246","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","4","104939","0.0-4.0","43986090","wem/bandit_either_3","AH4MHB0B0PJMU","either","7","27437","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","5","124315","0.0-5.0","43986090","wem/bandit_either_3","AH4MHB0B0PJMU","either","7","19375","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","6","139588","0.0-6.0","43986090","wem/bandit_either_3","AH4MHB0B0PJMU","either","7","15272","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","7","149493","0.0-7.0","43986090","wem/bandit_either_3","AH4MHB0B0PJMU","either","7","9904","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","8","157893","0.0-8.0","43986090","wem/bandit_either_3","AH4MHB0B0PJMU","either","7","8399","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","9","165607","0.0-9.0-0.0","43986090","wem/bandit_either_3","AH4MHB0B0PJMU","either","7","7707","","","","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","the village of Zur","","","","","","","",""
