"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","rt","responses","key_press","expt_phase","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label","button_pressed"
"INL_behavioral_consent_30min_online.html","consent","0","6637","0.0-0.0","19576715","wem/bandit_either_3","A36MRQBG3LDR7I","either","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","9567","0.0-1.0","19576715","wem/bandit_either_3","A36MRQBG3LDR7I","either","4","1916","{""Q0"":""A36MRQBG3LDR7I""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","2","20325","0.0-2.0","19576715","wem/bandit_either_3","A36MRQBG3LDR7I","either","4","9755","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","3","25979","0.0-3.0","19576715","wem/bandit_either_3","A36MRQBG3LDR7I","either","4","5653","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","4","36433","0.0-4.0","19576715","wem/bandit_either_3","A36MRQBG3LDR7I","either","4","10452","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","5","44526","0.0-5.0","19576715","wem/bandit_either_3","A36MRQBG3LDR7I","either","4","8092","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","6","51291","0.0-6.0","19576715","wem/bandit_either_3","A36MRQBG3LDR7I","either","4","6764","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","7","55287","0.0-7.0","19576715","wem/bandit_either_3","A36MRQBG3LDR7I","either","4","3995","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","8","57398","0.0-8.0","19576715","wem/bandit_either_3","A36MRQBG3LDR7I","either","4","2111","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","9","63962","0.0-9.0-0.0","19576715","wem/bandit_either_3","A36MRQBG3LDR7I","either","4","6545","","","","5","5","5","","","","","","","","","","","","","","","","","","","","","","","","the village of Zur","","","","","","","",""
"","identification","10","70610","0.0-9.0-1.0","19576715","wem/bandit_either_3","A36MRQBG3LDR7I","either","4","5633","","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","the village of Nyx","","","","","","","",""
"","text","11","73967","0.0-10.0","19576715","wem/bandit_either_3","A36MRQBG3LDR7I","either","4","2354","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","12","74822","0.0-11.0","19576715","wem/bandit_either_3","A36MRQBG3LDR7I","either","4","854","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
