"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","rt","responses","key_press","expt_phase","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label","button_pressed"
"INL_behavioral_consent_30min_online.html","consent","0","22457","0.0-0.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","29668","0.0-1.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","6196","{""Q0"":""A3HHDPKL3O3O7Y""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","2","39768","0.0-2.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","9092","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","3","48769","0.0-3.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","9000","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","4","64127","0.0-4.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","15357","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","5","77183","0.0-5.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","13054","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","6","111645","0.0-6.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","34461","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","7","118095","0.0-7.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","6448","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","8","121896","0.0-8.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","3800","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","9","134081","0.0-9.0-0.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","12172","","","","4","5","4","","","","","","","","","","","","","","","","","","","","","","","","the village of Zur","","","","","","","",""
"","identification","10","143930","0.0-9.0-1.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","8833","","","","3","1","0","","","","","","","","","","","","","","","","","","","","","","","","the village of Nyx","","","","","","","",""
"","text","11","149621","0.0-10.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","4689","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","12","151931","0.0-11.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","2308","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","13","153613","0.0-12.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","1680","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","14","157286","0.0-13.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","3671","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","15","161308","0.0-14.0-0.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","2511","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","",""
"","bandit","16","163967","0.0-15.0-0.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","1148","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0","",""
"","text","17","170169","0.0-16.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","6201","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","18","177969","0.0-17.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","7798","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","19","185354","0.0-18.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","7384","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","20","187941","0.0-19.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","2585","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","21","190918","0.0-20.0-0.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","1468","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","22","193241","0.0-20.0-1.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","811","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","23","195181","0.0-20.0-2.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","429","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","24","198351","0.0-20.0-3.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","1660","","","","","","","0","0","1","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","25","200307","0.0-20.0-4.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","447","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","26","202354","0.0-20.0-5.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","532","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","27","204369","0.0-20.0-6.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","503","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","28","206695","0.0-20.0-7.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","813","","","","","","","0","0","1","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","29","208655","0.0-20.0-8.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","450","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","30","210599","0.0-20.0-9.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","432","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","31","212678","0.0-20.0-10.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","566","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","32","214878","0.0-20.0-11.0","67925048","wem/bandit_either_3","A3HHDPKL3O3O7Y","either","2","687","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
