"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","rt","responses","key_press","expt_phase","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label","button_pressed"
"INL_behavioral_consent_30min_online.html","consent","0","39894","0.0-0.0","25578725","wem/bandit_either_3","A173LV77LF3SHB","either","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","49137","0.0-1.0","25578725","wem/bandit_either_3","A173LV77LF3SHB","either","7","8235","{""Q0"":""A173LV77LF3SHB""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","2","71330","0.0-2.0","25578725","wem/bandit_either_3","A173LV77LF3SHB","either","7","21180","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","3","79829","0.0-3.0","25578725","wem/bandit_either_3","A173LV77LF3SHB","either","7","8496","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","4","104813","0.0-4.0","25578725","wem/bandit_either_3","A173LV77LF3SHB","either","7","24983","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","5","123287","0.0-5.0","25578725","wem/bandit_either_3","A173LV77LF3SHB","either","7","18471","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","6","138007","0.0-6.0","25578725","wem/bandit_either_3","A173LV77LF3SHB","either","7","14717","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","7","148109","0.0-7.0","25578725","wem/bandit_either_3","A173LV77LF3SHB","either","7","10100","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","8","153012","0.0-8.0","25578725","wem/bandit_either_3","A173LV77LF3SHB","either","7","4901","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","9","172564","0.0-9.0-0.0","25578725","wem/bandit_either_3","A173LV77LF3SHB","either","7","19532","","","","4","5","3","","","","","","","","","","","","","","","","","","","","","","","","the village of Zur","","","","","","","",""
