subID,condition,payout,it,lr,sticky
00071968,bomb,96,8.46746699370445,0.026677992001721,1.28220573261646
00314237,gems,140,8.02662279517445,0.638537348504465,1.3214150697658
00426757,gems,93,4.10134398177918,0.516698743653707,0.567124322440103
00650670,gems,102,4.38776024424086,0.718459218636399,0.13274420383761
01041719,bomb,96,7.96569438052247,0.411327689754834,1.09073869216642
01435725,bomb,83,1.724787700597,0.738698030912954,1.92343749512798
01978017,bomb,131,2.63208978662398,0.547431306617965,2.56929743386187
02377049,bomb,117,4.53960720782373,0.984992581735059,-0.0464781865135316
02897101,bomb,86,5.01144170447851,0.605233140171604,-0.046982256185634
03225022,gems,118,5.33339728108647,0.373048012460436,1.0174227628677
03730883,gems,126,4.22565593788102,0.854848105283554,0.187993936697813
03945152,gems,99,7.74595467155942,0.541935785318514,2.58426173973686
04300818,bomb,122,4.77322066518458,0.463918439874907,1.48622778294588
05070743,bomb,99,5.48111311527066,0.788687768920485,-0.949510937512032
06048030,bomb,89,3.59713813987001,0.00025625350674318,0.532873488244249
06418799,gems,101,4.72669791223031,0.402715839755122,1.76416944449642
07088941,gems,97,7.06225005841037,0.541046741065894,1.65400184397232
07447254,gems,110,7.33710694228334,0.847115050041976,-0.100230537385537
07664704,bomb,101,9.09630183753674,0.502278563657533,1.15614049425188
08369566,gems,96,3.01302291860741,0.0829932089303395,0.664669786167345
09041851,bomb,93,10.4217869447869,0.993223732163979,-3.62041407986406
09478422,gems,94,6.17985816707942,0.350343931132162,2.40062697116973
09552829,bomb,98,6.57598485425207,0.665701138680833,-1.27089311535815
09911370,bomb,105,9.95083722857982,0.533729694520721,-0.881793035463447
11201798,gems,126,6.22975468884487,0.455253334153376,1.34383693276219
11300659,bomb,93,7.00318435488428,0.489145353427029,0.105756554431389
11305084,gems,104,6.50274597777903,0.570062529341814,2.22264316985999
11334842,gems,83,3.882569037218,0.00761870852241696,0.256104284473916
11412846,bomb,95,2.28143966405444,0.737700384177356,1.17126882115348
11824381,bomb,101,6.03199873732061,0.127429820912469,0.744677461455852
13550396,gems,107,10.0440503503811,0.537337862141054,0.125971483065517
13910690,bomb,133,4.85889017063994,0.402727813654962,1.66036154708634
14077287,gems,91,2.84543379138913,0.977971561024632,1.10210798803751
14314790,gems,108,0.91588349470417,0.771505123114238,1.16895414751632
14743126,bomb,111,6.59134838279419,0.33479996640935,2.07454586924604
15372419,bomb,102,8.46433802511768,0.511947396112737,2.35982157946065
17533608,gems,107,4.09951640123158,0.489636128679041,1.86822089900974
19275182,bomb,101,10.0835783021266,0.395768283692475,0.772598676189831
19314504,gems,110,3.95513200176717,0.5930519637938,0.974111433273802
20098390,gems,82,12.0660955250632,0.550966424608629,2.69219322145973
20974596,gems,119,5.16517312015647,0.220973065277715,2.12581502893351
21382061,gems,107,7.15355795551666,0.45901882326584,2.2779641273614
22308927,bomb,108,5.87601165697813,0.673966684619148,2.34317003199476
22318379,bomb,111,7.87080291788944,0.218577269279706,2.99783772972404
22634985,bomb,95,7.15873246149216,0.648963195831518,0.0216732477734499
22962714,bomb,104,4.82417794452599,0.701768759140181,0.474891235744039
23435061,bomb,87,4.48781341132401,0.502768552496076,1.21755258505979
23908672,gems,110,11.5269664078188,0.779009993101576,1.43118099453138
24379397,bomb,94,5.25933683749387,0.587468814253294,1.97597271335473
25114720,gems,97,9.57129534905224,0.635636320227095,1.4548915142906
25333270,bomb,97,2.05991383022789,0.713378282918423,0.83358684936776
25746364,gems,104,8.01164058976963,0.590908522883969,0.130140872616314
26135516,bomb,98,16.0528072016863,0.798469666513935,1.36016684306776
26459420,gems,89,5.00136444804914,0.0172051072421998,0.687186870122851
26847126,gems,91,4.646713199855,0.835354618879538,1.38933374741218
27450649,gems,109,6.95948434755855,0.367671097665879,-0.0914774176167788
28138847,bomb,104,0.713058552740121,0.88782863033159,-2.64232430723341
28236253,bomb,150,10.2900449416362,0.521923712862279,2.42642218183132
29252767,bomb,108,4.20766301857966,0.374091177993093,2.31998157089986
29289683,gems,106,11.847776195336,0.402677369517775,2.55011348434904
29436821,bomb,91,2.97326311254153,0.659748842518317,-0.352880950216313
29474262,bomb,77,7.34543742475912,0.73663012475362,2.20158956854407
29655236,bomb,114,2.72214173057324,0.0480615692187494,-0.0993506105404706
30903306,bomb,108,6.65416862322241,0.421198647278454,1.18233172744682
31104900,bomb,123,5.83531576711516,0.534630695447711,1.21913317912707
32166633,gems,116,4.03723677434155,0.747795207968145,0.825812167435666
32381339,bomb,107,3.32840007133234,0.512141989738398,0.0349188327033066
32899703,gems,121,4.18113160112944,0.345997815024824,1.7233290660841
33274456,bomb,102,9.05558975424684,0.489480790355441,1.92843701583164
33588815,bomb,102,12.4681586056037,0.752659210730102,1.53546807292821
33995153,gems,109,7.61772564910061,0.797300436883742,1.41346369177279
34313623,gems,138,8.91941970794199,0.564935366787773,1.10497444230391
34320404,gems,72,3.08465179466243,0.885334464020955,-0.413075406982376
34341121,gems,92,6.40170377338685,0.992039199678321,-2.21567427688841
34603274,gems,87,17.3618513721621,0.00492587446483508,0.303260834777007
35560085,bomb,100,12.9498349157918,0.724472857848525,-0.305034584961221
35921505,bomb,111,3.20521977612407,0.40172372388883,1.78984429829669
36092053,bomb,102,6.40410030719537,0.924542309321772,1.52361974464137
36488502,bomb,123,3.70227777627688,0.677313255767051,1.41844653313256
36591335,gems,148,14.2037169967098,0.818905296274234,1.17194041391433
36973134,gems,110,14.4297132929668,0.699050870311289,-0.547275615740475
37620794,gems,77,8.36122376069382,0.519426142901727,0.321620277492851
37629236,gems,138,8.09890471910891,0.84386173822702,0.518404445982444
37819703,gems,77,4.80242822287396,0.561555047446639,0.27474108832981
38322251,bomb,108,2.1591997983163,0.997111305874918,-0.35110865579573
38387013,gems,119,7.5249757489332,0.440579426190577,1.07512696431616
38713154,gems,109,12.709453080374,0.669467096411446,1.2151585932847
38832790,bomb,116,8.9052350673155,0.391672876401367,0.714976923813289
38881074,gems,95,1.93268340790581,0.629910178304329,1.14732893205865
40288934,bomb,117,5.88033303918309,0.694672697488574,3.0922798500588
41012464,gems,140,2.96616244243242,0.661656954464091,-0.191498112745099
41112758,gems,94,5.36374024005725,0.82359441608065,-0.314822528696278
41125804,gems,130,8.45183713088663,0.146864656632056,2.08334036827001
41497656,bomb,119,8.24132808632334,0.366003775190759,0.978960577707602
41708129,gems,111,4.30453793905016,0.366633648838841,2.29247936011997
43361455,gems,119,6.03542084378354,0.588802499388895,1.06794020371117
43416119,bomb,97,12.8147254819839,0.413492335603514,1.4541029498904
44187270,gems,108,13.9503571152372,0.497202104890225,2.3154767572508
46133396,gems,95,9.31316635035847,0.729015522658963,0.431694578191598
46449422,bomb,127,9.28775387117193,0.641457515755926,0.951701881283791
46860864,gems,85,1.92109721905442,0.349959365600071,3.78944448642284
46885927,bomb,98,3.78525739289107,0.994448061251512,0.869180080680538
47416492,gems,122,1.9522444439593,0.500488446943895,1.56882874799938
47608206,gems,105,2.41453911477,0.728769813090949,-1.44817665449622
48094241,gems,82,2.20356433413418,0.0410107895255085,-0.2247748605082
48840717,gems,105,9.90826576908392,0.993024843642065,-2.95197288352775
49266897,bomb,110,5.5244949032051,0.971848386711152,0.259989715478637
50425630,bomb,108,3.95845416884464,0.559843645432692,1.47321867080029
50835917,gems,107,8.83340133177217,0.914175615055603,-0.950636772030482
50962972,bomb,99,3.32808027461543,0.908545556662856,0.506223066602531
50985080,gems,112,4.00041426929811,0.769000481601349,0.0599531550271629
52415738,bomb,104,5.82204651920837,0.87580328574673,-0.146127221976479
53290421,bomb,107,8.96406579352199,0.338462208744926,0.495019465757448
53753834,gems,126,8.90436859422884,0.693257377544618,0.611672169110914
54250555,bomb,97,1.29982625603503,0.0371521600286448,0.270206155869954
55470309,bomb,97,3.60852570412406,0.767449050255329,0.67953674548698
55646196,bomb,125,4.33484703816017,0.613414179559522,2.33554724489621
55768395,bomb,98,4.90926523714578,0.697691433707413,2.01148964439228
55884371,gems,118,6.77152262463506,0.616803925363608,1.20886176980971
55945880,bomb,116,6.20592206572151,0.974570146509484,-1.67956153593191
55990867,bomb,92,15.8063903251767,0.640847902720013,0.915150928963759
56336629,bomb,106,4.04630279016216,0.581671127606019,-0.0489336480539792
56402439,bomb,99,9.97196918660206,0.843603218407044,-0.0562568612838711
56780363,bomb,93,12.3082783643469,0.608558825795464,0.838781211808034
57325242,bomb,103,5.85819845286837,0.458063888001723,1.34666833163364
59717726,gems,96,7.58317223659289,0.75305461590737,1.78819466341075
60040703,gems,121,6.56041182246544,0.404742385124806,1.99865608664118
60255104,bomb,116,5.49647413407683,0.386686108675034,1.75952591493798
60875484,gems,106,6.16159953837444,0.518828733105577,1.7396384068373
61072685,gems,89,9.53603418703974,0.0174669149169066,0.335646058227464
61354225,bomb,107,4.65856154684081,0.573990180482451,3.13563398161542
61894794,gems,93,5.17664143995734,0.795113420372231,2.13276274327432
62208871,gems,99,7.89420873828065,0.80198268155681,1.13608518697679
62553348,gems,87,4.56110748572515,0.612609060758186,1.95934097603679
62873128,gems,93,10.5010022382161,0.0159999027270637,0.103931286615216
63299577,bomb,91,5.6386526809589,0.477839815814749,1.46192492561617
63330587,gems,107,6.48909014489247,0.607178162851313,1.22074662190451
64294845,bomb,109,16.7011081064423,0.82142260290617,0.923282428887703
64578212,bomb,118,4.84333030809077,0.401936931197656,-0.711112284577444
65652892,bomb,137,8.50645646059952,0.616217229994803,0.938995117617538
66144748,gems,109,8.06291229549906,0.503355317843214,0.575616776554563
66610103,bomb,89,4.08405563151073,0.757909886016033,0.911153312511177
67760215,bomb,84,2.65689941211325,0.491166304686832,-0.151102804127241
68401504,bomb,112,7.77173394302531,0.641451064122234,1.94967618212119
68735735,bomb,89,1.87174513354031,0.649360227700313,0.946792619766238
69459469,bomb,81,5.84133077747454,0.990934110169998,-1.49188934145204
